"Company","Abbr","Default Currency","Country","Location"
"Across Express","AE","ETB","Ethiopia","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Point"",""coordinates"":[38.790599,9.01622]}}]}"
